,name,month_year,scans_per_month,lat,lon,date
2678,San Francisco Public Library,2012-05,181,37.77914204,-122.4157906,2012-05-01 00:00:00
2679,San Francisco Public Library,2012-06,113,37.77914204,-122.4157906,2012-06-01 00:00:00
2680,San Francisco Public Library,2012-07,268,37.77914204,-122.4157906,2012-07-01 00:00:00
2681,San Francisco Public Library,2012-08,313,37.77914204,-122.4157906,2012-08-01 00:00:00
2682,San Francisco Public Library,2012-09,153,37.77914204,-122.4157906,2012-09-01 00:00:00
2683,San Francisco Public Library,2012-10,123,37.77914204,-122.4157906,2012-10-01 00:00:00
2684,San Francisco Public Library,2012-11,174,37.77914204,-122.4157906,2012-11-01 00:00:00
2685,San Francisco Public Library,2012-12,63,37.77914204,-122.4157906,2012-12-01 00:00:00
2686,San Francisco Public Library,2013-01,220,37.77914204,-122.4157906,2013-01-01 00:00:00
2687,San Francisco Public Library,2013-02,195,37.77914204,-122.4157906,2013-02-01 00:00:00
2688,San Francisco Public Library,2013-03,164,37.77914204,-122.4157906,2013-03-01 00:00:00
2689,San Francisco Public Library,2013-04,194,37.77914204,-122.4157906,2013-04-01 00:00:00
2690,San Francisco Public Library,2013-05,229,37.77914204,-122.4157906,2013-05-01 00:00:00
2691,San Francisco Public Library,2013-06,120,37.77914204,-122.4157906,2013-06-01 00:00:00
2692,San Francisco Public Library,2013-07,93,37.77914204,-122.4157906,2013-07-01 00:00:00
2693,San Francisco Public Library,2013-08,155,37.77914204,-122.4157906,2013-08-01 00:00:00
2694,San Francisco Public Library,2013-09,152,37.77914204,-122.4157906,2013-09-01 00:00:00
2695,San Francisco Public Library,2013-10,197,37.77914204,-122.4157906,2013-10-01 00:00:00
2696,San Francisco Public Library,2013-11,263,37.77914204,-122.4157906,2013-11-01 00:00:00
2697,San Francisco Public Library,2013-12,208,37.77914204,-122.4157906,2013-12-01 00:00:00
2698,San Francisco Public Library,2014-01,104,37.77914204,-122.4157906,2014-01-01 00:00:00
2699,San Francisco Public Library,2014-02,173,37.77914204,-122.4157906,2014-02-01 00:00:00
2700,San Francisco Public Library,2014-03,226,37.77914204,-122.4157906,2014-03-01 00:00:00
2701,San Francisco Public Library,2014-04,363,37.77914204,-122.4157906,2014-04-01 00:00:00
2702,San Francisco Public Library,2014-05,257,37.77914204,-122.4157906,2014-05-01 00:00:00
2703,San Francisco Public Library,2014-06,284,37.77914204,-122.4157906,2014-06-01 00:00:00
2704,San Francisco Public Library,2014-07,260,37.77914204,-122.4157906,2014-07-01 00:00:00
2705,San Francisco Public Library,2014-08,126,37.77914204,-122.4157906,2014-08-01 00:00:00
2706,San Francisco Public Library,2014-09,264,37.77914204,-122.4157906,2014-09-01 00:00:00
2707,San Francisco Public Library,2014-10,330,37.77914204,-122.4157906,2014-10-01 00:00:00
2708,San Francisco Public Library,2014-11,137,37.77914204,-122.4157906,2014-11-01 00:00:00
2709,San Francisco Public Library,2014-12,123,37.77914204,-122.4157906,2014-12-01 00:00:00
2710,San Francisco Public Library,2015-01,136,37.77914204,-122.4157906,2015-01-01 00:00:00
2711,San Francisco Public Library,2015-02,94,37.77914204,-122.4157906,2015-02-01 00:00:00
2712,San Francisco Public Library,2015-03,88,37.77914204,-122.4157906,2015-03-01 00:00:00
2713,San Francisco Public Library,2015-04,81,37.77914204,-122.4157906,2015-04-01 00:00:00
2714,San Francisco Public Library,2015-05,183,37.77914204,-122.4157906,2015-05-01 00:00:00
2715,San Francisco Public Library,2015-06,217,37.77914204,-122.4157906,2015-06-01 00:00:00
2716,San Francisco Public Library,2015-07,273,37.77914204,-122.4157906,2015-07-01 00:00:00
2717,San Francisco Public Library,2015-08,85,37.77914204,-122.4157906,2015-08-01 00:00:00
2718,San Francisco Public Library,2015-09,141,37.77914204,-122.4157906,2015-09-01 00:00:00
2719,San Francisco Public Library,2015-10,157,37.77914204,-122.4157906,2015-10-01 00:00:00
2720,San Francisco Public Library,2015-11,140,37.77914204,-122.4157906,2015-11-01 00:00:00
2721,San Francisco Public Library,2015-12,126,37.77914204,-122.4157906,2015-12-01 00:00:00
2722,San Francisco Public Library,2016-01,114,37.77914204,-122.4157906,2016-01-01 00:00:00
2723,San Francisco Public Library,2016-02,181,37.77914204,-122.4157906,2016-02-01 00:00:00
2724,San Francisco Public Library,2016-03,198,37.77914204,-122.4157906,2016-03-01 00:00:00
2725,San Francisco Public Library,2016-04,232,37.77914204,-122.4157906,2016-04-01 00:00:00
2726,San Francisco Public Library,2016-05,198,37.77914204,-122.4157906,2016-05-01 00:00:00
2727,San Francisco Public Library,2016-06,158,37.77914204,-122.4157906,2016-06-01 00:00:00
2728,San Francisco Public Library,2016-07,49,37.77914204,-122.4157906,2016-07-01 00:00:00
2729,San Francisco Public Library,2016-08,25,37.77914204,-122.4157906,2016-08-01 00:00:00
2730,San Francisco Public Library,2016-09,167,37.77914204,-122.4157906,2016-09-01 00:00:00
2731,San Francisco Public Library,2016-10,259,37.77914204,-122.4157906,2016-10-01 00:00:00
2732,San Francisco Public Library,2016-11,249,37.77914204,-122.4157906,2016-11-01 00:00:00
2733,San Francisco Public Library,2016-12,157,37.77914204,-122.4157906,2016-12-01 00:00:00
2734,San Francisco Public Library,2017-01,107,37.77914204,-122.4157906,2017-01-01 00:00:00
2735,San Francisco Public Library,2017-02,134,37.77914204,-122.4157906,2017-02-01 00:00:00
2736,San Francisco Public Library,2017-03,77,37.77914204,-122.4157906,2017-03-01 00:00:00
2737,San Francisco Public Library,2017-04,47,37.77914204,-122.4157906,2017-04-01 00:00:00
2738,San Francisco Public Library,2017-05,60,37.77914204,-122.4157906,2017-05-01 00:00:00
2739,San Francisco Public Library,2017-06,95,37.77914204,-122.4157906,2017-06-01 00:00:00
2740,Servants of Knowledge,2019-02,7,13.01508353,77.58188903,2019-02-01 00:00:00
2741,Servants of Knowledge,2019-03,85,13.01508353,77.58188903,2019-03-01 00:00:00
2742,Servants of Knowledge,2019-04,189,13.01508353,77.58188903,2019-04-01 00:00:00
2743,Servants of Knowledge,2019-05,130,13.01508353,77.58188903,2019-05-01 00:00:00
2744,Servants of Knowledge,2019-06,325,13.01508353,77.58188903,2019-06-01 00:00:00
2745,Servants of Knowledge,2019-07,92,13.01508353,77.58188903,2019-07-01 00:00:00
2746,Servants of Knowledge,2019-08,242,13.01508353,77.58188903,2019-08-01 00:00:00
2747,Servants of Knowledge,2019-09,90,13.01508353,77.58188903,2019-09-01 00:00:00
2748,Servants of Knowledge,2019-10,123,13.01508353,77.58188903,2019-10-01 00:00:00
2749,Servants of Knowledge,2019-11,139,13.01508353,77.58188903,2019-11-01 00:00:00
2750,Servants of Knowledge,2019-12,231,13.01508353,77.58188903,2019-12-01 00:00:00
2751,Servants of Knowledge,2020-01,271,13.01508353,77.58188903,2020-01-01 00:00:00
2752,Servants of Knowledge,2020-02,261,13.01508353,77.58188903,2020-02-01 00:00:00
2753,Servants of Knowledge,2020-03,41,13.01508353,77.58188903,2020-03-01 00:00:00
2754,Servants of Knowledge,2020-05,139,13.01508353,77.58188903,2020-05-01 00:00:00
2755,Servants of Knowledge,2020-06,77,13.01508353,77.58188903,2020-06-01 00:00:00
2756,Servants of Knowledge,2020-07,45,13.01508353,77.58188903,2020-07-01 00:00:00
2757,Servants of Knowledge,2020-08,71,13.01508353,77.58188903,2020-08-01 00:00:00
2758,Servants of Knowledge,2020-09,61,13.01508353,77.58188903,2020-09-01 00:00:00
2759,Servants of Knowledge,2020-10,49,13.01508353,77.58188903,2020-10-01 00:00:00
2760,Servants of Knowledge,2020-11,139,13.01508353,77.58188903,2020-11-01 00:00:00
2761,Servants of Knowledge,2020-12,249,13.01508353,77.58188903,2020-12-01 00:00:00
2762,Servants of Knowledge,2021-01,591,13.01508353,77.58188903,2021-01-01 00:00:00
2763,Servants of Knowledge,2021-02,866,13.01508353,77.58188903,2021-02-01 00:00:00
2764,Servants of Knowledge,2021-03,947,13.01508353,77.58188903,2021-03-01 00:00:00
2765,Servants of Knowledge,2021-04,591,13.01508353,77.58188903,2021-04-01 00:00:00
2766,Servants of Knowledge,2021-06,149,13.01508353,77.58188903,2021-06-01 00:00:00
2767,Servants of Knowledge,2021-07,579,13.01508353,77.58188903,2021-07-01 00:00:00
2768,Servants of Knowledge,2021-08,595,13.01508353,77.58188903,2021-08-01 00:00:00
2769,Servants of Knowledge,2021-09,174,13.01508353,77.58188903,2021-09-01 00:00:00
2770,Servants of Knowledge,2021-10,188,13.01508353,77.58188903,2021-10-01 00:00:00
2771,Servants of Knowledge,2021-11,127,13.01508353,77.58188903,2021-11-01 00:00:00
2772,Servants of Knowledge,2021-12,303,13.01508353,77.58188903,2021-12-01 00:00:00
2773,Servants of Knowledge,2022-01,498,13.01508353,77.58188903,2022-01-01 00:00:00
2774,Servants of Knowledge,2022-02,424,13.01508353,77.58188903,2022-02-01 00:00:00
2775,Servants of Knowledge,2022-03,176,13.01508353,77.58188903,2022-03-01 00:00:00
2776,Servants of Knowledge,2022-04,41,13.01508353,77.58188903,2022-04-01 00:00:00
2777,Servants of Knowledge,2022-05,264,13.01508353,77.58188903,2022-05-01 00:00:00
2778,Servants of Knowledge,2022-06,321,13.01508353,77.58188903,2022-06-01 00:00:00
2779,Servants of Knowledge,2022-07,635,13.01508353,77.58188903,2022-07-01 00:00:00
2780,Servants of Knowledge,2022-08,598,13.01508353,77.58188903,2022-08-01 00:00:00
2781,Servants of Knowledge,2022-09,425,13.01508353,77.58188903,2022-09-01 00:00:00
2782,Servants of Knowledge,2022-10,194,13.01508353,77.58188903,2022-10-01 00:00:00
2783,Servants of Knowledge,2022-11,499,13.01508353,77.58188903,2022-11-01 00:00:00
2784,Servants of Knowledge,2022-12,515,13.01508353,77.58188903,2022-12-01 00:00:00
2785,Servants of Knowledge,2023-01,607,13.01508353,77.58188903,2023-01-01 00:00:00
2786,Servants of Knowledge,2023-02,471,13.01508353,77.58188903,2023-02-01 00:00:00
2787,Servants of Knowledge,2023-03,510,13.01508353,77.58188903,2023-03-01 00:00:00
2788,Servants of Knowledge,2023-04,407,13.01508353,77.58188903,2023-04-01 00:00:00
2789,Servants of Knowledge,2023-05,314,13.01508353,77.58188903,2023-05-01 00:00:00
2790,Servants of Knowledge,2023-06,50,13.01508353,77.58188903,2023-06-01 00:00:00
2791,Smithsonian Libraries and Archives,2007-08,20,38.89132735,-77.02586404,2007-08-01 00:00:00
2792,Smithsonian Libraries and Archives,2007-09,39,38.89132735,-77.02586404,2007-09-01 00:00:00
2793,Smithsonian Libraries and Archives,2007-10,54,38.89132735,-77.02586404,2007-10-01 00:00:00
2794,Smithsonian Libraries and Archives,2007-11,56,38.89132735,-77.02586404,2007-11-01 00:00:00
2795,Smithsonian Libraries and Archives,2007-12,19,38.89132735,-77.02586404,2007-12-01 00:00:00
2796,Smithsonian Libraries and Archives,2008-01,32,38.89132735,-77.02586404,2008-01-01 00:00:00
2797,Smithsonian Libraries and Archives,2008-02,5,38.89132735,-77.02586404,2008-02-01 00:00:00
2798,Smithsonian Libraries and Archives,2008-03,10,38.89132735,-77.02586404,2008-03-01 00:00:00
2799,Smithsonian Libraries and Archives,2008-04,6,38.89132735,-77.02586404,2008-04-01 00:00:00
2800,Smithsonian Libraries and Archives,2008-05,19,38.89132735,-77.02586404,2008-05-01 00:00:00
2801,Smithsonian Libraries and Archives,2008-06,21,38.89132735,-77.02586404,2008-06-01 00:00:00
2802,Smithsonian Libraries and Archives,2008-07,7,38.89132735,-77.02586404,2008-07-01 00:00:00
2803,Smithsonian Libraries and Archives,2008-08,52,38.89132735,-77.02586404,2008-08-01 00:00:00
2804,Smithsonian Libraries and Archives,2008-09,24,38.89132735,-77.02586404,2008-09-01 00:00:00
2805,Smithsonian Libraries and Archives,2008-10,64,38.89132735,-77.02586404,2008-10-01 00:00:00
2806,Smithsonian Libraries and Archives,2008-11,119,38.89132735,-77.02586404,2008-11-01 00:00:00
2807,Smithsonian Libraries and Archives,2008-12,156,38.89132735,-77.02586404,2008-12-01 00:00:00
2808,Smithsonian Libraries and Archives,2009-01,116,38.89132735,-77.02586404,2009-01-01 00:00:00
